"","date","bikecount","hour","temperature","humidity","windspeed","visibility","dewpointtemp","solarradiation","rainfall","snowfall","season","holiday","workhours","monthday","weekday","month","yearday"
"1577",2018-02-04,181,16,-5.4,29,3.6,1979,-20.6,1.4,0,0,"1","0","1",4,0,2,35
"1578",2018-02-04,184,17,-5.9,27,3.6,1974,-21.9,0.81,0,0,"1","0","1",4,0,2,35
"1579",2018-02-04,154,18,-7,26,4.1,2000,-23.3,0.16,0,0,"1","0","1",4,0,2,35
"1580",2018-02-04,124,19,-7.7,31,3.3,2000,-21.9,0,0,0,"1","0","1",4,0,2,35
"1581",2018-02-04,98,20,-8.2,28,3.5,2000,-23.5,0,0,0,"1","0","1",4,0,2,35
"1582",2018-02-04,107,21,-8.9,35,3.2,2000,-21.6,0,0,0,"1","0","1",4,0,2,35
"1583",2018-02-04,78,22,-9.7,45,1.3,2000,-19.4,0,0,0,"1","0","1",4,0,2,35
"1584",2018-02-04,77,23,-10.3,48,2,2000,-19.2,0,0,0,"1","0","1",4,0,2,35
"1585",2018-02-05,82,0,-10.5,52,2.4,2000,-18.4,0,0,0,"1","0","1",5,1,2,36
"1586",2018-02-05,52,1,-11.2,54,1,2000,-18.6,0,0,0,"1","0","1",5,1,2,36
"1587",2018-02-05,39,2,-11.2,55,1.5,2000,-18.4,0,0,0,"1","0","1",5,1,2,36
"1588",2018-02-05,33,3,-11.3,54,0.6,2000,-18.7,0,0,0,"1","0","1",5,1,2,36
"1589",2018-02-05,20,4,-11.7,51,1.2,2000,-19.8,0,0,0,"1","0","1",5,1,2,36
"1590",2018-02-05,37,5,-11.6,45,2.4,2000,-21.1,0,0,0,"1","0","1",5,1,2,36
"1591",2018-02-05,110,6,-11.5,40,2.3,2000,-22.4,0,0,0,"1","0","1",5,1,2,36
"1592",2018-02-05,227,7,-11.6,44,1.6,2000,-21.4,0,0,0,"1","0","1",5,1,2,36
"1593",2018-02-05,433,8,-11.5,40,2.8,2000,-22.4,0.02,0,0,"1","0","1",5,1,2,36
"1594",2018-02-05,216,9,-11.1,38,2.4,1945,-22.6,0.43,0,0,"1","0","1",5,1,2,36
"1595",2018-02-05,123,10,-9.6,32,3.7,2000,-23.2,1.14,0,0,"1","0","1",5,1,2,36
"1596",2018-02-05,156,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,"1","0","1",5,1,2,36
"1597",2018-02-05,157,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,"1","0","1",5,1,2,36
"1598",2018-02-05,169,13,-7,25,4.2,1999,-23.7,2.29,0,0,"1","0","1",5,1,2,36
"1599",2018-02-05,170,14,-6.4,24,4.6,1970,-23.7,2.23,0,0,"1","0","1",5,1,2,36
"1600",2018-02-05,169,15,-5.7,25,4.4,1995,-22.6,1.94,0,0,"1","0","1",5,1,2,36
"1601",2018-02-05,199,16,-5.4,25,3.4,1985,-22.3,1.44,0,0,"1","0","1",5,1,2,36
"1602",2018-02-05,225,17,-6.4,28,4.5,2000,-21.9,0.81,0,0,"1","0","1",5,1,2,36
"1603",2018-02-05,388,18,-7.6,29,3.5,2000,-22.6,0.16,0,0,"1","0","1",5,1,2,36
"1604",2018-02-05,246,19,-8.3,29,4.1,2000,-23.2,0,0,0,"1","0","1",5,1,2,36
"1605",2018-02-05,206,20,-9.1,35,3.8,2000,-21.7,0,0,0,"1","0","1",5,1,2,36
"1606",2018-02-05,177,21,-9.8,41,3.9,1949,-20.6,0,0,0,"1","0","1",5,1,2,36
"1607",2018-02-05,183,22,-10.3,43,3.7,1876,-20.5,0,0,0,"1","0","1",5,1,2,36
"1608",2018-02-05,115,23,-10.5,47,2.8,1794,-19.6,0,0,0,"1","0","1",5,1,2,36
"1609",2018-02-06,126,0,-10.6,47,3.5,1803,-19.7,0,0,0,"1","0","1",6,2,2,37
"1610",2018-02-06,87,1,-10.9,36,3.3,2000,-23,0,0,0,"1","0","1",6,2,2,37
"1611",2018-02-06,59,2,-11.2,36,2.9,1981,-23.3,0,0,0,"1","0","1",6,2,2,37
"1612",2018-02-06,36,3,-11.6,35,3.2,1992,-24,0,0,0,"1","0","1",6,2,2,37
"1613",2018-02-06,32,4,-12,36,2.7,1998,-24,0,0,0,"1","0","1",6,2,2,37
"1614",2018-02-06,40,5,-12.3,37,2.9,2000,-24,0,0,0,"1","0","1",6,2,2,37
"1615",2018-02-06,94,6,-12.5,40,3.4,1991,-23.3,0,0,0,"1","0","1",6,2,2,37
"1616",2018-02-06,213,7,-12.7,41,3.7,1982,-23.2,0,0,0,"1","0","1",6,2,2,37
"1617",2018-02-06,438,8,-12.7,41,3.1,2000,-23.2,0.02,0,0,"1","0","1",6,2,2,37
"1618",2018-02-06,217,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,"1","0","1",6,2,2,37
"1619",2018-02-06,128,10,-11.3,35,4.2,1848,-23.7,1.15,0,0,"1","0","1",6,2,2,37
"1620",2018-02-06,175,11,-9.9,32,3.3,1863,-23.5,1.72,0,0,"1","0","1",6,2,2,37
"1621",2018-02-06,172,12,-8.2,31,2.7,1858,-22.3,2.09,0,0,"1","0","1",6,2,2,37
"1622",2018-02-06,165,13,-7.5,28,4.3,1904,-22.9,2.3,0,0,"1","0","1",6,2,2,37
"1623",2018-02-06,147,14,-7,26,4.4,1986,-23.3,2.24,0,0,"1","0","1",6,2,2,37
"1624",2018-02-06,171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,"1","0","1",6,2,2,37
"1625",2018-02-06,175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,"1","0","1",6,2,2,37
"1626",2018-02-06,227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,"1","0","1",6,2,2,37
"1627",2018-02-06,392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,"1","0","1",6,2,2,37
"1628",2018-02-06,251,19,-8.4,37,4,2000,-20.5,0,0,0,"1","0","1",6,2,2,37
"1629",2018-02-06,193,20,-9.6,34,2.6,2000,-22.5,0,0,0,"1","0","1",6,2,2,37
"1630",2018-02-06,175,21,-10.6,39,3.1,2000,-21.9,0,0,0,"1","0","1",6,2,2,37
"1631",2018-02-06,169,22,-11.1,43,1.8,1960,-21.2,0,0,0,"1","0","1",6,2,2,37
"1632",2018-02-06,106,23,-11.8,46,1.1,1860,-21.1,0,0,0,"1","0","1",6,2,2,37
"1633",2018-02-07,116,0,-12.3,47,0.4,1848,-21.3,0,0,0,"1","0","1",7,3,2,38
"1634",2018-02-07,96,1,-12.3,47,1.9,1837,-21.3,0,0,0,"1","0","1",7,3,2,38
"1635",2018-02-07,83,2,-12.5,50,1,1722,-20.8,0,0,0,"1","0","1",7,3,2,38
"1636",2018-02-07,51,3,-12.5,49,1.5,1885,-21,0,0,0,"1","0","1",7,3,2,38
"1637",2018-02-07,34,4,-13.1,54,0.7,1369,-20.4,0,0,0,"1","0","1",7,3,2,38
"1638",2018-02-07,45,5,-13,53,0.7,1810,-20.5,0,0,0,"1","0","1",7,3,2,38
"1639",2018-02-07,92,6,-13.2,50,0.5,1873,-21.4,0,0,0,"1","0","1",7,3,2,38
"1640",2018-02-07,214,7,-13.2,56,0.9,1665,-20.1,0,0,0,"1","0","1",7,3,2,38
"1641",2018-02-07,469,8,-13.3,60,0.6,1598,-19.4,0.02,0,0,"1","0","1",7,3,2,38
"1642",2018-02-07,237,9,-12,50,1.3,1523,-20.3,0.43,0,0,"1","0","1",7,3,2,38
"1643",2018-02-07,155,10,-9.6,39,0.7,1580,-21,1.06,0,0,"1","0","1",7,3,2,38
"1644",2018-02-07,176,11,-7,28,3.3,1829,-22.4,1.56,0,0,"1","0","1",7,3,2,38
"1645",2018-02-07,188,12,-6,24,2.6,1964,-23.3,1.97,0,0,"1","0","1",7,3,2,38
"1646",2018-02-07,228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,"1","0","1",7,3,2,38
"1647",2018-02-07,199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,"1","0","1",7,3,2,38
"1648",2018-02-07,221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,"1","0","1",7,3,2,38
"1649",2018-02-07,240,16,-1.7,18,2,1919,-22.9,1.41,0,0,"1","0","1",7,3,2,38
"1650",2018-02-07,320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,"1","0","1",7,3,2,38
"1651",2018-02-07,448,18,-4,27,2.5,2000,-20.2,0.16,0,0,"1","0","1",7,3,2,38
"1652",2018-02-07,280,19,-5.2,33,2.6,2000,-19,0,0,0,"1","0","1",7,3,2,38
"1653",2018-02-07,218,20,-5.8,44,2.1,1994,-16.1,0,0,0,"1","0","1",7,3,2,38
"1654",2018-02-07,223,21,-6.3,48,2.2,1965,-15.5,0,0,0,"1","0","1",7,3,2,38
"1655",2018-02-07,200,22,-6.8,50,1.7,1856,-15.5,0,0,0,"1","0","1",7,3,2,38
"1656",2018-02-07,164,23,-7.6,50,1,1839,-16.2,0,0,0,"1","0","1",7,3,2,38
"1657",2018-02-08,136,0,-8.2,50,1.1,1850,-16.8,0,0,0,"1","0","1",8,4,2,39
"1658",2018-02-08,126,1,-8.5,60,1.2,1908,-14.8,0,0,0,"1","0","1",8,4,2,39
"1659",2018-02-08,103,2,-8.3,65,0.4,1750,-13.7,0,0,0,"1","0","1",8,4,2,39
"1660",2018-02-08,57,3,-8.6,64,0.9,1754,-14.1,0,0,0,"1","0","1",8,4,2,39
"1661",2018-02-08,46,4,-9,54,0.6,1833,-16.6,0,0,0,"1","0","1",8,4,2,39
"1662",2018-02-08,39,5,-9,56,0.4,1678,-16.1,0,0,0,"1","0","1",8,4,2,39
"1663",2018-02-08,99,6,-9.3,61,0.7,1684,-15.4,0,0,0,"1","0","1",8,4,2,39
"1664",2018-02-08,255,7,-9.6,67,1,1503,-14.5,0,0,0,"1","0","1",8,4,2,39
"1665",2018-02-08,507,8,-9.7,65,0.8,1508,-15,0.02,0,0,"1","0","1",8,4,2,39
"1666",2018-02-08,270,9,-8.5,55,1,1482,-15.9,0.4,0,0,"1","0","1",8,4,2,39
"1667",2018-02-08,160,10,-6.3,46,1.3,1346,-16,1.01,0,0,"1","0","1",8,4,2,39
"1668",2018-02-08,217,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,"1","0","1",8,4,2,39
"1669",2018-02-08,253,12,-1.5,35,1.2,1551,-15,1.9,0,0,"1","0","1",8,4,2,39
"1670",2018-02-08,270,13,0.3,30,1.4,1697,-15.2,2.11,0,0,"1","0","1",8,4,2,39
"1671",2018-02-08,253,14,0.9,25,2.4,1730,-16.9,2.09,0,0,"1","0","1",8,4,2,39
"1672",2018-02-08,286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,"1","0","1",8,4,2,39
"1673",2018-02-08,284,16,2,25,2.3,1755,-16,1.3,0,0,"1","0","1",8,4,2,39
"1674",2018-02-08,337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,"1","0","1",8,4,2,39
"1675",2018-02-08,564,18,-0.5,26,1.7,1999,-17.7,0.15,0,0,"1","0","1",8,4,2,39
"1676",2018-02-08,378,19,-1.8,35,1.4,1558,-15.2,0,0,0,"1","0","1",8,4,2,39
"1677",2018-02-08,277,20,-2.8,40,1.5,1593,-14.5,0,0,0,"1","0","1",8,4,2,39
"1678",2018-02-08,268,21,-3.3,42,1.1,1596,-14.4,0,0,0,"1","0","1",8,4,2,39
"1679",2018-02-08,233,22,-3.9,41,0.4,1462,-15.2,0,0,0,"1","0","1",8,4,2,39
"1680",2018-02-08,195,23,-4.3,44,0.7,1247,-14.7,0,0,0,"1","0","1",8,4,2,39
"1681",2018-02-09,178,0,-4.6,38,0.1,1551,-16.7,0,0,0,"1","0","1",9,5,2,40
"1682",2018-02-09,159,1,-4.8,44,1.1,1432,-15.2,0,0,0,"1","0","1",9,5,2,40
"1683",2018-02-09,107,2,-5.1,47,0.9,1460,-14.6,0,0,0,"1","0","1",9,5,2,40
"1684",2018-02-09,78,3,-5.2,48,0.7,1309,-14.5,0,0,0,"1","0","1",9,5,2,40
"1685",2018-02-09,46,4,-4.4,47,0.9,1343,-14,0,0,0,"1","0","1",9,5,2,40
"1686",2018-02-09,36,5,-4.2,44,1.1,1196,-14.6,0,0,0,"1","0","1",9,5,2,40
"1687",2018-02-09,117,6,-4,41,0.8,1242,-15.3,0,0,0,"1","0","1",9,5,2,40
"1688",2018-02-09,273,7,-3.6,42,0.9,1258,-14.6,0,0,0,"1","0","1",9,5,2,40
"1689",2018-02-09,589,8,-3.3,39,0.9,1279,-15.3,0.02,0,0,"1","0","1",9,5,2,40
"1690",2018-02-09,308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,"1","0","1",9,5,2,40
"1691",2018-02-09,199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,"1","0","1",9,5,2,40
"1692",2018-02-09,238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,"1","0","1",9,5,2,40
"1693",2018-02-09,260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,"1","0","1",9,5,2,40
"1694",2018-02-09,268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,"1","0","1",9,5,2,40
"1695",2018-02-09,283,14,4,25,0.9,1009,-14.3,1.06,0,0,"1","0","1",9,5,2,40
"1696",2018-02-09,315,15,5,24,1,1037,-13.9,1.16,0,0,"1","0","1",9,5,2,40
"1697",2018-02-09,319,16,6,28,1.7,1183,-11.1,1.03,0,0,"1","0","1",9,5,2,40
"1698",2018-02-09,422,17,4.8,38,3,1582,-8.3,0.47,0,0,"1","0","1",9,5,2,40
"1699",2018-02-09,659,18,4.1,40,2.1,1327,-8.3,0.1,0,0,"1","0","1",9,5,2,40
"1700",2018-02-09,407,19,3.3,58,1.7,1024,-4.1,0,0,0,"1","0","1",9,5,2,40
"1701",2018-02-09,308,20,3,61,1.9,842,-3.8,0,0,0,"1","0","1",9,5,2,40
"1702",2018-02-09,243,21,2.9,63,1,786,-3.4,0,0,0,"1","0","1",9,5,2,40
"1703",2018-02-09,263,22,2.5,66,1.1,759,-3.2,0,0,0,"1","0","1",9,5,2,40
"1704",2018-02-09,193,23,2,70,0.7,689,-2.9,0,0,0,"1","0","1",9,5,2,40
"1705",2018-02-10,197,0,1.5,71,1.1,590,-3.1,0,0,0,"1","0","1",10,6,2,41
"1706",2018-02-10,237,1,1.7,71,1.2,584,-3,0,0,0,"1","0","1",10,6,2,41
"1707",2018-02-10,169,2,1.9,71,1.5,584,-2.8,0,0,0,"1","0","1",10,6,2,41
"1708",2018-02-10,145,3,2,71,1.2,534,-2.7,0,0,0,"1","0","1",10,6,2,41
"1709",2018-02-10,79,4,1.9,74,1.2,514,-2.2,0,0,0,"1","0","1",10,6,2,41
"1710",2018-02-10,41,5,1.8,75,2,484,-2.1,0,0,0,"1","0","1",10,6,2,41
"1711",2018-02-10,48,6,1.6,78,1.6,448,-1.8,0,0,0,"1","0","1",10,6,2,41
"1712",2018-02-10,97,7,1.6,81,1.4,393,-1.3,0,0,0,"1","0","1",10,6,2,41
"1713",2018-02-10,188,8,1.6,82,1.3,349,-1.1,0.01,0,0,"1","0","1",10,6,2,41
"1714",2018-02-10,222,9,1.6,78,2,260,-1.8,0.17,0,0,"1","0","1",10,6,2,41
"1715",2018-02-10,223,10,1.8,73,2.8,270,-2.5,0.69,0,0,"1","0","1",10,6,2,41
"1716",2018-02-10,235,11,2.6,62,2.9,294,-3.9,1.12,0,0,"1","0","1",10,6,2,41
"1717",2018-02-10,248,12,2.9,53,4.7,354,-5.7,1.37,0,0,"1","0","1",10,6,2,41
"1718",2018-02-10,296,13,2.8,31,4,967,-12.6,1.42,0,0,"1","0","1",10,6,2,41
"1719",2018-02-10,286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,"1","0","1",10,6,2,41
"1720",2018-02-10,277,15,2,20,4.1,1942,-18.6,1.49,0,0,"1","0","1",10,6,2,41
"1721",2018-02-10,291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,"1","0","1",10,6,2,41
"1722",2018-02-10,277,17,-0.9,19,5,2000,-21.6,0.48,0,0,"1","0","1",10,6,2,41
"1723",2018-02-10,216,18,-2,15,5.6,2000,-25.2,0.13,0,0,"1","0","1",10,6,2,41
"1724",2018-02-10,151,19,-3.1,14,5.1,2000,-26.9,0,0,0,"1","0","1",10,6,2,41
"1725",2018-02-10,132,20,-4.4,19,5.8,2000,-24.6,0,0,0,"1","0","1",10,6,2,41
"1726",2018-02-10,124,21,-5.6,28,4.1,2000,-21.2,0,0,0,"1","0","1",10,6,2,41
"1727",2018-02-10,128,22,-6.2,32,3.5,2000,-20.2,0,0,0,"1","0","1",10,6,2,41
"1728",2018-02-10,118,23,-6.7,35,2.1,2000,-19.6,0,0,0,"1","0","1",10,6,2,41
"1729",2018-02-11,112,0,-6.9,36,2.1,2000,-19.5,0,0,0,"1","0","1",11,0,2,42
"1730",2018-02-11,95,1,-7,38,2.6,2000,-18.9,0,0,0,"1","0","1",11,0,2,42
"1731",2018-02-11,93,2,-7,42,1.6,2000,-17.7,0,0,0,"1","0","1",11,0,2,42
"1732",2018-02-11,58,3,-7.2,43,2,2000,-17.6,0,0,0,"1","0","1",11,0,2,42
"1733",2018-02-11,34,4,-7.5,42,2.4,1998,-18.2,0,0,0,"1","0","1",11,0,2,42
"1734",2018-02-11,19,5,-7.8,39,2.8,2000,-19.3,0,0,0,"1","0","1",11,0,2,42
"1735",2018-02-11,39,6,-8.4,33,1.4,1963,-21.8,0,0,0,"1","0","1",11,0,2,42
"1736",2018-02-11,40,7,-9.2,34,2,1945,-22.2,0,0,0,"1","0","1",11,0,2,42
"1737",2018-02-11,81,8,-9.4,29,1.9,1967,-24.1,0.03,0,0,"1","0","1",11,0,2,42
"1738",2018-02-11,126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,"1","0","1",11,0,2,42
"1739",2018-02-11,130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,"1","0","1",11,0,2,42
"1740",2018-02-11,155,11,-5,25,3.2,1853,-22,1.75,0,0,"1","0","1",11,0,2,42
"1741",2018-02-11,174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,"1","0","1",11,0,2,42
"1742",2018-02-11,212,13,-2.4,28,3,1953,-18.4,2.35,0,0,"1","0","1",11,0,2,42
"1743",2018-02-11,191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,"1","0","1",11,0,2,42
"1744",2018-02-11,181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,"1","0","1",11,0,2,42
"1745",2018-02-11,175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,"1","0","1",11,0,2,42
"1746",2018-02-11,198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,"1","0","1",11,0,2,42
"1747",2018-02-11,150,18,-4.6,56,3.6,2000,-12,0.09,0,0,"1","0","1",11,0,2,42
"1748",2018-02-11,147,19,-5.2,66,3.1,2000,-10.5,0,0,0,"1","0","1",11,0,2,42
"1749",2018-02-11,127,20,-5.7,67,2.6,2000,-10.8,0,0,0,"1","0","1",11,0,2,42
"1750",2018-02-11,119,21,-5.6,69,2.2,1984,-10.3,0,0,0,"1","0","1",11,0,2,42
"1751",2018-02-11,103,22,-5.8,57,3.2,1980,-12.9,0,0,0,"1","0","1",11,0,2,42
"1752",2018-02-11,91,23,-7,49,3.4,1984,-15.9,0,0,0,"1","0","1",11,0,2,42
"1753",2018-02-12,103,0,-7.7,52,3.2,1982,-15.8,0,0,0,"1","0","1",12,1,2,43
"1754",2018-02-12,69,1,-7.9,52,3.7,1961,-16,0,0,0,"1","0","1",12,1,2,43
"1755",2018-02-12,45,2,-8.3,49,2.7,2000,-17.1,0,0,0,"1","0","1",12,1,2,43
"1756",2018-02-12,21,3,-8.5,35,2.7,2000,-21.2,0,0,0,"1","0","1",12,1,2,43
"1757",2018-02-12,33,4,-8.6,31,3.5,2000,-22.7,0,0,0,"1","0","1",12,1,2,43
"1758",2018-02-12,30,5,-9.2,37,1.1,2000,-21.2,0,0,0,"1","0","1",12,1,2,43
"1759",2018-02-12,109,6,-9.5,36,1.5,2000,-21.8,0,0,0,"1","0","1",12,1,2,43
"1760",2018-02-12,236,7,-9.5,35,1.1,2000,-22.1,0,0,0,"1","0","1",12,1,2,43
"1761",2018-02-12,517,8,-9.1,33,2.1,1998,-22.4,0.03,0,0,"1","0","1",12,1,2,43
"1762",2018-02-12,262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,"1","0","1",12,1,2,43
"1763",2018-02-12,161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,"1","0","1",12,1,2,43
"1764",2018-02-12,190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,"1","0","1",12,1,2,43
"1765",2018-02-12,202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,"1","0","1",12,1,2,43
"1766",2018-02-12,246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,"1","0","1",12,1,2,43
"1767",2018-02-12,182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,"1","0","1",12,1,2,43
"1768",2018-02-12,228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,"1","0","1",12,1,2,43
"1769",2018-02-12,239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,"1","0","1",12,1,2,43
"1770",2018-02-12,288,17,-3.1,36,4.4,1988,-16,0.89,0,0,"1","0","1",12,1,2,43
"1771",2018-02-12,475,18,-4.4,46,3.5,2000,-14.3,0.23,0,0,"1","0","1",12,1,2,43
"1772",2018-02-12,340,19,-4.9,52,2,2000,-13.2,0,0,0,"1","0","1",12,1,2,43
"1773",2018-02-12,244,20,-4.7,55,1.7,2000,-12.3,0,0,0,"1","0","1",12,1,2,43
"1774",2018-02-12,253,21,-4.3,59,3,1239,-11.1,0,0,0,"1","0","1",12,1,2,43
"1775",2018-02-12,200,22,-4.2,57,1.7,2000,-11.4,0,0,0,"1","0","1",12,1,2,43
"1776",2018-02-12,140,23,-4.4,58,2.4,2000,-11.4,0,0,0,"1","0","1",12,1,2,43
"1777",2018-02-13,158,0,-5,60,1.8,1995,-11.5,0,0,0,"1","0","1",13,2,2,44
"1778",2018-02-13,146,1,-5.5,60,1.3,1994,-12,0,0,0,"1","0","1",13,2,2,44
"1779",2018-02-13,106,2,-6,58,2,2000,-12.9,0,0,0,"1","0","1",13,2,2,44
"1780",2018-02-13,70,3,-6.2,61,1.3,1992,-12.5,0,0,0,"1","0","1",13,2,2,44
"1781",2018-02-13,46,4,-6.4,62,1.8,1978,-12.4,0,0,0,"1","0","1",13,2,2,44
"1782",2018-02-13,51,5,-6.7,64,1.6,1981,-12.3,0,0,0,"1","0","1",13,2,2,44
"1783",2018-02-13,96,6,-7.1,70,1,1977,-11.6,0,0,0,"1","0","1",13,2,2,44
"1784",2018-02-13,294,7,-7.2,70,1.9,1946,-11.7,0,0,0,"1","0","1",13,2,2,44
"1785",2018-02-13,568,8,-7.1,68,0.6,1931,-12,0.03,0,0,"1","0","1",13,2,2,44
"1786",2018-02-13,285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,"1","0","1",13,2,2,44
"1787",2018-02-13,200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,"1","0","1",13,2,2,44
"1788",2018-02-13,252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,"1","0","1",13,2,2,44
"1789",2018-02-13,281,12,1,41,3.3,1794,-10.8,2.11,0,0,"1","0","1",13,2,2,44
"1790",2018-02-13,256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,"1","0","1",13,2,2,44
"1791",2018-02-13,300,14,3.7,39,3.8,1908,-9,2.19,0,0,"1","0","1",13,2,2,44
"1792",2018-02-13,295,15,3.7,40,5.3,1950,-8.6,1.96,0,0,"1","0","1",13,2,2,44
"1793",2018-02-13,328,16,3.9,41,4,1973,-8.1,1.24,0,0,"1","0","1",13,2,2,44
"1794",2018-02-13,410,17,3.5,46,3.1,1992,-7,0.39,0,0,"1","0","1",13,2,2,44
"1795",2018-02-13,604,18,3.1,50,3.7,2000,-6.3,0.07,0,0,"1","0","1",13,2,2,44
"1796",2018-02-13,406,19,2.4,57,3.2,1995,-5.2,0,0,0,"1","0","1",13,2,2,44
"1797",2018-02-13,323,20,2.3,59,3.8,1981,-4.9,0,0,0,"1","0","1",13,2,2,44
"1798",2018-02-13,290,21,2.6,57,3.8,2000,-5,0,0,0,"1","0","1",13,2,2,44
"1799",2018-02-13,291,22,2.6,57,3.1,2000,-5,0,0,0,"1","0","1",13,2,2,44
"1800",2018-02-13,211,23,2.4,59,3.2,2000,-4.8,0,0,0,"1","0","1",13,2,2,44
"1801",2018-02-14,178,0,2,65,2.2,1885,-3.9,0,0,0,"1","0","1",14,3,2,45
"1802",2018-02-14,213,1,1.3,67,1.2,1738,-4.1,0,0,0,"1","0","1",14,3,2,45
"1803",2018-02-14,129,2,1.2,64,0.9,1680,-4.8,0,0,0,"1","0","1",14,3,2,45
"1804",2018-02-14,101,3,1.1,65,1,1596,-4.7,0,0,0,"1","0","1",14,3,2,45
"1805",2018-02-14,51,4,1.1,67,1.7,1506,-4.3,0,0,0,"1","0","1",14,3,2,45
"1806",2018-02-14,56,5,1,68,0.6,1519,-4.2,0,0,0,"1","0","1",14,3,2,45
"1807",2018-02-14,108,6,1.1,66,0.9,1550,-4.5,0,0,0,"1","0","1",14,3,2,45
"1808",2018-02-14,292,7,1.3,66,1.1,1534,-4.3,0,0,0,"1","0","1",14,3,2,45
"1809",2018-02-14,606,8,2.1,65,1.1,1559,-3.8,0.01,0,0,"1","0","1",14,3,2,45
"1810",2018-02-14,326,9,3.9,64,2.9,1483,-2.3,0.18,0,0,"1","0","1",14,3,2,45
"1811",2018-02-14,241,10,5.2,65,3.9,1313,-0.8,0.56,0,0,"1","0","1",14,3,2,45
"1812",2018-02-14,288,11,6.3,67,3.5,1179,0.6,0.52,0,0,"1","0","1",14,3,2,45
"1813",2018-02-14,312,12,6.9,67,3.9,986,1.1,0.42,0,0,"1","0","1",14,3,2,45
"1814",2018-02-14,349,13,7.2,65,3.8,773,1,0.61,0,0,"1","0","1",14,3,2,45
"1815",2018-02-14,398,14,7.8,57,3.5,675,-0.2,1.34,0,0,"1","0","1",14,3,2,45
"1816",2018-02-14,461,15,8.7,48,4.1,767,-1.7,1.68,0,0,"1","0","1",14,3,2,45
"1817",2018-02-14,447,16,8,36,3.5,1013,-6.1,1.09,0,0,"1","0","1",14,3,2,45
"1818",2018-02-14,484,17,6.6,34,2.8,1300,-8.1,0.42,0,0,"1","0","1",14,3,2,45
"1819",2018-02-14,559,18,5.1,34,2.3,1440,-9.5,0.09,0,0,"1","0","1",14,3,2,45
"1820",2018-02-14,316,19,3.9,37,1.4,1417,-9.4,0,0,0,"1","0","1",14,3,2,45
"1821",2018-02-14,262,20,2.8,29,2.8,1473,-13.5,0,0,0,"1","0","1",14,3,2,45
"1822",2018-02-14,216,21,1.7,27,3.1,1734,-15.3,0,0,0,"1","0","1",14,3,2,45
"1823",2018-02-14,218,22,0.3,33,4,1436,-14.1,0,0,0,"1","0","1",14,3,2,45
"1824",2018-02-14,160,23,-0.3,35,2.1,1577,-13.9,0,0,0,"1","0","1",14,3,2,45
"1825",2018-02-15,126,0,-0.7,37,3.5,1716,-13.6,0,0,0,"1","1","1",15,4,2,46
"1826",2018-02-15,123,1,-1.1,38,2.8,1999,-13.6,0,0,0,"1","1","1",15,4,2,46
"1827",2018-02-15,112,2,-1.2,35,2.2,2000,-14.7,0,0,0,"1","1","1",15,4,2,46
"1828",2018-02-15,74,3,-1.4,34,2.1,2000,-15.2,0,0,0,"1","1","1",15,4,2,46
"1829",2018-02-15,58,4,-1.9,34,3,2000,-15.7,0,0,0,"1","1","1",15,4,2,46
